subject	tr	task	roi	beta	tval	zval
sub-11	0750	UA	hMT+ R	1.4443730495666849	10.161458503344551	9.63939432424693
sub-11	0750	UA	V1 L	0.5362428198731793	6.586604531201994	6.417355129094235
sub-11	0750	UA	V1 R	0.4857500090523282	4.7548443277887635	4.679121587463564
sub-11	1000	AA	hMT+ L	0.8280147276788956	10.67879286617843	9.666400101902255
sub-11	1000	AA	hMT+ R	1.0216704400603434	10.080230056184426	9.37906342101297
sub-11	1000	AA	V1 L	0.35809456442495835	5.52643249487388	5.381720555886201
sub-11	1000	AA	V1 R	0.36939489373395984	5.038319714388919	4.894678905664799
sub-11	1000	UA	hMT+ L	0.9430314020884042	8.464955828684769	7.9567830329948235
sub-11	1000	UA	hMT+ R	1.02640503498168	7.813139954302974	7.423332312737735
sub-11	1000	UA	V1 L	0.4006021287410476	5.252609726929579	5.118154583151303
sub-11	1000	UA	V1 R	0.22041928200077435	2.3446921120743234	2.3207935527427757
sub-11	2500	AA	hMT+ L			
sub-11	2500	AA	hMT+ R			
sub-11	2500	AA	V1 L			
sub-11	2500	AA	V1 R			
sub-11	2500	UA	hMT+ L			
sub-11	2500	UA	hMT+ R			
sub-11	2500	UA	V1 L			
sub-11	2500	UA	V1 R			
sub-12	0500	AA	hMT+ L	1.6990755855153652	9.217989340357652	8.938833821891713
sub-12	0500	AA	hMT+ R	0.9959009994551494	6.807807969291673	6.67306549429483
sub-12	0500	AA	V1 L	0.8535633964408106	5.9080183926020675	5.8274928056986335
sub-12	0500	AA	V1 R	1.2858892263923303	5.813535156880806	5.742719415991986
sub-12	0500	UA	hMT+ L	1.750356235511157	9.322881225240039	9.04422129129702
sub-12	0500	UA	hMT+ R	0.9449149168344684	6.150333845641842	6.051964326407603
sub-12	0500	UA	V1 L	0.8408056181935768	5.1315248029994525	5.0800610273480435
sub-12	0500	UA	V1 R	0.9753915973019667	3.906188148931346	3.8812842424587766
sub-12	0750	AA	hMT+ L			
sub-12	0750	AA	hMT+ R			
sub-12	0750	AA	V1 L			
sub-12	0750	AA	V1 R			
sub-12	0750	UA	hMT+ L	1.5406506723825215	6.546824281411278	6.385537002334434
sub-12	0750	UA	hMT+ R	0.8687677761849282	4.548845694940067	4.4832552408750495
sub-12	0750	UA	V1 L	0.4137121936538444	1.9816330995800944	1.97389462265848
sub-12	0750	UA	V1 R	0.4430548082687998	1.5065827549452422	1.5028887317457142
sub-12	1000	AA	hMT+ L	1.2582479972966927	4.257227910914405	4.188204508032834
sub-12	1000	AA	hMT+ R	0.8117670297042547	3.245151863608416	3.214687245681549
sub-12	1000	AA	V1 L	-0.0008846690767063642	-0.04789818481199831	-0.04792824673893468
sub-12	1000	AA	V1 R	0.27145240743685056	0.6666070365856982	0.6651353324399992
sub-12	1000	UA	hMT+ L	1.9170026664022517	9.194128984522862	8.684918305649758
sub-12	1000	UA	hMT+ R	1.442828878145738	8.351872932530394	7.9504254721557555
sub-12	1000	UA	V1 L	0.9993842347947326	5.183240221990715	5.072053046103557
sub-12	1000	UA	V1 R	1.1941092154406103	3.996760459420724	3.945325864169595
sub-12	2500	AA	hMT+ L	2.886850436330291	9.59136536020734	8.18753496105151
sub-12	2500	AA	hMT+ R	1.7132719527842217	7.097261428820154	6.4276553785380335
sub-12	2500	AA	V1 L	1.144678557587866	3.975203358882686	3.801374986835128
sub-12	2500	AA	V1 R	1.7927527048821197	4.265480131548975	4.086084459009003
sub-12	2500	UA	hMT+ L	2.2280402224756193	9.15943077118233	7.94796923051357
sub-12	2500	UA	hMT+ R	1.5562031801731278	7.7201909879629165	6.9143014763500625
sub-12	2500	UA	V1 L	0.971868767029273	4.026607390493535	3.887756102684357
sub-12	2500	UA	V1 R	1.3159549414778537	3.2271924361576865	3.146893293267195
sub-15	0500	AA	hMT+ L	0.40111077688232677	3.131291949001341	3.097267618378682
sub-15	0500	AA	hMT+ R	1.1396406326665438	6.417452557576606	6.288789941192548
sub-15	0500	AA	V1 L	-0.01121785497901277	-0.08950156584022893	-0.08936051659990911
sub-15	0500	AA	V1 R	0.128939158635123	0.5769836211123275	0.5765649901662132
sub-15	0500	UA	hMT+ L	0.6379696861766647	4.277317202637804	4.22105409884911
sub-15	0500	UA	hMT+ R	1.303737008028898	5.113313086892934	5.051137690135388
sub-15	0500	UA	V1 L	0.8636861992587777	2.004910648730718	1.999928480186124
sub-15	0500	UA	V1 R	0.7750469975963956	2.8137438666240713	2.802306353673713
sub-15	0750	AA	hMT+ L			
sub-15	0750	AA	hMT+ R			
sub-15	0750	AA	V1 L			
sub-15	0750	AA	V1 R			
sub-15	0750	UA	hMT+ L	0.3115761948556144	2.670889947457267	2.6387095363862314
sub-15	0750	UA	hMT+ R	1.3151526856551015	5.436533974571324	5.330098503102962
sub-15	0750	UA	V1 L	-0.032387079556944476	-0.196201374149783	-0.19592996704123958
